date,street,people_count
2017-02-10,Chinatown-Swanston St (North),17159
2017-02-10,Melbourne Central,35347
2017-02-10,Collins Place (North),11535
2017-02-10,Spencer St-Collins St (North),37542
2017-02-10,QV Market-Peel St,3245
2017-02-10,Southern Cross Station,22474
2017-02-09,QV Market-Peel St,2520
2017-02-09,Bourke Street Mall (North),25080
2017-02-09,Collins Place (North),11432
2017-02-09,Melbourne Central,26474
2017-02-09,Chinatown-Swanston St (North),12771
2017-02-09,Southern Cross Station,21360
2017-02-09,Spencer St-Collins St (North),35117
2017-02-08,Spencer St-Collins St (North),38217
2017-02-08,Southern Cross Station,22354
2017-02-08,QV Market-Peel St,3090
2017-02-08,Melbourne Central,28497
2017-02-08,Collins Place (North),11901
2017-02-08,Chinatown-Swanston St (North),13634
2017-02-08,Bourke Street Mall (North),30300
2017-02-07,QV Market-Peel St,2905
2017-02-07,Collins Place (North),12038
2017-02-07,Melbourne Central,28679
2017-02-07,Chinatown-Swanston St (North),12464
2017-02-07,Southern Cross Station,22407
2017-02-07,Spencer St-Collins St (North),37501
2017-02-07,Bourke Street Mall (North),31524
2017-02-06,Spencer St-Collins St (North),36077
2017-02-06,Southern Cross Station,21562
2017-02-06,QV Market-Peel St,1880
2017-02-06,Melbourne Central,25461
2017-02-06,Collins Place (North),10963
2017-02-06,Chinatown-Swanston St (North),11372
2017-02-06,Bourke Street Mall (North),23963
2017-02-05,Collins Place (North),1653
2017-02-05,Spencer St-Collins St (North),14332
2017-02-05,QV Market-Peel St,2889
2017-02-05,Melbourne Central,22106
2017-02-05,Southern Cross Station,1599
2017-02-05,Chinatown-Swanston St (North),12215
2017-02-05,Bourke Street Mall (North),20777
2017-02-04,Melbourne Central,29198
2017-02-04,Bourke Street Mall (North),31032
2017-02-04,Chinatown-Swanston St (North),17297
2017-02-04,Collins Place (North),2388
2017-02-04,Southern Cross Station,2823
2017-02-04,QV Market-Peel St,3380
2017-02-04,Spencer St-Collins St (North),19944
2017-02-03,Melbourne Central,33199
2017-02-03,Bourke Street Mall (North),38844
2017-02-03,Chinatown-Swanston St (North),16678
2017-02-03,Collins Place (North),11577
2017-02-03,Southern Cross Station,21027
2017-02-03,QV Market-Peel St,3211
2017-02-03,Spencer St-Collins St (North),36956
2017-02-02,Spencer St-Collins St (North),35501
2017-02-02,Southern Cross Station,21319
2017-02-02,QV Market-Peel St,2958
2017-02-02,Melbourne Central,27754
2017-02-02,Collins Place (North),11841
2017-02-02,Chinatown-Swanston St (North),13510
2017-02-02,Bourke Street Mall (North),32347
2017-02-01,QV Market-Peel St,3163
2017-02-01,Collins Place (North),11683
2017-02-01,Melbourne Central,27490
2017-02-01,Chinatown-Swanston St (North),13079
2017-02-01,Southern Cross Station,21167
2017-02-01,Spencer St-Collins St (North),35952
2017-02-01,Bourke Street Mall (North),26303
2017-01-31,Spencer St-Collins St (North),34996
2017-01-31,Southern Cross Station,20978
2017-01-31,QV Market-Peel St,2630
2017-01-31,Melbourne Central,27187
2017-01-31,Collins Place (North),11411
2017-01-31,Chinatown-Swanston St (North),13131
2017-01-31,Bourke Street Mall (North),28419
2017-01-30,Melbourne Central,24416
2017-01-30,Chinatown-Swanston St (North),11167
2017-01-30,Collins Place (North),10580
2017-01-30,Bourke Street Mall (North),26845
2017-01-30,QV Market-Peel St,1773
2017-01-30,Spencer St-Collins St (North),33535
2017-01-30,Southern Cross Station,20475
2017-01-29,Melbourne Central,28991
2017-01-29,Chinatown-Swanston St (North),20009
2017-01-29,Collins Place (North),1893
2017-01-29,Bourke Street Mall (North),30968
2017-01-29,QV Market-Peel St,3073
2017-01-29,Southern Cross Station,1659
2017-01-29,Spencer St-Collins St (North),14785
2017-01-28,Spencer St-Collins St (North),16703
2017-01-28,Southern Cross Station,2085
2017-01-28,QV Market-Peel St,3571
2017-01-28,Melbourne Central,30952
2017-01-28,Collins Place (North),2285
2017-01-28,Chinatown-Swanston St (North),21613
2017-01-28,Bourke Street Mall (North),34049
2017-01-27,Melbourne Central,29899
2017-01-27,Bourke Street Mall (North),37341
2017-01-27,Chinatown-Swanston St (North),17941
2017-01-27,Collins Place (North),8087
2017-01-27,QV Market-Peel St,3145
2017-01-27,Spencer St-Collins St (North),29846
2017-01-27,Southern Cross Station,12953
2017-01-26,Spencer St-Collins St (North),17589
2017-01-26,Southern Cross Station,4333
2017-01-26,QV Market-Peel St,1891
2017-01-26,Melbourne Central,31749
2017-01-26,Collins Place (North),2275
2017-01-26,Chinatown-Swanston St (North),14908
2017-01-26,Bourke Street Mall (North),27762
2017-01-25,Melbourne Central,31481
2017-01-25,Collins Place (North),11295
2017-01-25,Bourke Street Mall (North),36726
2017-01-25,Chinatown-Swanston St (North),14354
2017-01-25,Spencer St-Collins St (North),36907
2017-01-25,QV Market-Peel St,4032
2017-01-25,Southern Cross Station,19513
2017-01-24,Bourke Street Mall (North),33857
2017-01-24,Melbourne Central,27370
2017-01-24,Chinatown-Swanston St (North),12159
2017-01-24,Collins Place (North),11325
2017-01-24,Spencer St-Collins St (North),35318
2017-01-24,QV Market-Peel St,2847
2017-01-24,Southern Cross Station,19784
2017-01-23,Melbourne Central,0
2017-01-23,Chinatown-Swanston St (North),10803
2017-01-23,Collins Place (North),10820
2017-01-23,Bourke Street Mall (North),29947
2017-01-23,QV Market-Peel St,1777
2017-01-23,Southern Cross Station,19472
2017-01-23,Spencer St-Collins St (North),34807
2017-01-22,Bourke Street Mall (North),32591
2017-01-22,Chinatown-Swanston St (North),13753
2017-01-22,Melbourne Central,0
2017-01-22,Collins Place (North),1865
2017-01-22,Southern Cross Station,1835
2017-01-22,QV Market-Peel St,3028
2017-01-22,Spencer St-Collins St (North),14661
2017-01-21,Spencer St-Collins St (North),17723
2017-01-21,Southern Cross Station,2345
2017-01-21,QV Market-Peel St,3538
2017-01-21,Melbourne Central,0
2017-01-21,Collins Place (North),2546
2017-01-21,Chinatown-Swanston St (North),15550
2017-01-21,Bourke Street Mall (North),30217
2017-01-20,Melbourne Central,0
2017-01-20,Bourke Street Mall (North),13735
2017-01-20,Chinatown-Swanston St (North),13730
2017-01-20,Collins Place (North),11907
2017-01-20,QV Market-Peel St,2895
2017-01-20,Southern Cross Station,21388
2017-01-20,Spencer St-Collins St (North),36119
2017-01-19,Spencer St-Collins St (North),35978
2017-01-19,Southern Cross Station,19183
2017-01-19,QV Market-Peel St,2995
2017-01-19,Melbourne Central,0
2017-01-19,Collins Place (North),11244
2017-01-19,Chinatown-Swanston St (North),12576
2017-01-19,Bourke Street Mall (North),33862
2017-01-18,QV Market-Peel St,3993
2017-01-18,Collins Place (North),10751
2017-01-18,Bourke Street Mall (North),30746
2017-01-18,Southern Cross Station,19519
2017-01-18,Spencer St-Collins St (North),35571
2017-01-18,Chinatown-Swanston St (North),12643
2017-01-18,Melbourne Central,0
2017-01-17,Bourke Street Mall (North),23472
2017-01-17,Spencer St-Collins St (North),34887
2017-01-17,Southern Cross Station,18871
2017-01-17,QV Market-Peel St,2493
2017-01-17,Melbourne Central,0
2017-01-17,Collins Place (North),10479
2017-01-17,Chinatown-Swanston St (North),10648
2017-01-16,Southern Cross Station,19086
2017-01-16,Bourke Street Mall (North),30995
2017-01-16,Chinatown-Swanston St (North),12005
2017-01-16,Collins Place (North),10614
2017-01-16,Melbourne Central,0
2017-01-16,QV Market-Peel St,2258
2017-01-16,Spencer St-Collins St (North),34664
2017-01-15,Bourke Street Mall (North),25974
2017-01-15,Spencer St-Collins St (North),14409
2017-01-15,Southern Cross Station,1759
2017-01-15,QV Market-Peel St,3270
2017-01-15,Melbourne Central,0
2017-01-15,Collins Place (North),1817
2017-01-15,Chinatown-Swanston St (North),13806
2017-01-14,Melbourne Central,0
2017-01-14,Bourke Street Mall (North),28245
2017-01-14,Chinatown-Swanston St (North),15939
2017-01-14,Collins Place (North),2449
2017-01-14,QV Market-Peel St,3664
2017-01-14,Spencer St-Collins St (North),16099
2017-01-14,Southern Cross Station,2187
2017-01-13,Chinatown-Swanston St (North),14400
2017-01-13,Spencer St-Collins St (North),33321
2017-01-13,Southern Cross Station,18854
2017-01-13,QV Market-Peel St,2657
2017-01-13,Melbourne Central,0
2017-01-13,Collins Place (North),9625
2017-01-13,Bourke Street Mall (North),34017
2017-01-12,Melbourne Central,0
2017-01-12,Chinatown-Swanston St (North),13888
2017-01-12,Collins Place (North),10021
2017-01-12,Spencer St-Collins St (North),35407
2017-01-12,QV Market-Peel St,3069
2017-01-12,Southern Cross Station,18907
2017-01-12,Bourke Street Mall (North),35094
2017-01-11,Chinatown-Swanston St (North),13018
2017-01-11,Melbourne Central,0
2017-01-11,Bourke Street Mall (North),30066
2017-01-11,Collins Place (North),10279
2017-01-11,Spencer St-Collins St (North),32720
2017-01-11,QV Market-Peel St,4344
2017-01-11,Southern Cross Station,17651
2017-01-10,Melbourne Central,0
2017-01-10,Chinatown-Swanston St (North),12464
2017-01-10,Collins Place (North),10378
2017-01-10,Bourke Street Mall (North),30234
2017-01-10,QV Market-Peel St,2718
2017-01-10,Southern Cross Station,18724
2017-01-10,Spencer St-Collins St (North),33092
2017-01-09,Spencer St-Collins St (North),32296
2017-01-09,Southern Cross Station,16812
2017-01-09,QV Market-Peel St,1874
2017-01-09,Melbourne Central,0
2017-01-09,Collins Place (North),9960
2017-01-09,Chinatown-Swanston St (North),12812
2017-01-09,Bourke Street Mall (North),24207
2017-01-08,Bourke Street Mall (North),18832
2017-01-08,Chinatown-Swanston St (North),12594
2017-01-08,Collins Place (North),1534
2017-01-08,Melbourne Central,0
2017-01-08,QV Market-Peel St,2584
2017-01-08,Spencer St-Collins St (North),12414
2017-01-08,Southern Cross Station,1337
2017-01-07,Melbourne Central,0
2017-01-07,Chinatown-Swanston St (North),13531
2017-01-07,Collins Place (North),1795
2017-01-07,Bourke Street Mall (North),23526
2017-01-07,QV Market-Peel St,2546
2017-01-07,Southern Cross Station,1939
2017-01-07,Spencer St-Collins St (North),16262
2017-01-06,Spencer St-Collins St (North),28130
2017-01-06,Southern Cross Station,12990
2017-01-06,QV Market-Peel St,2783
2017-01-06,Melbourne Central,0
2017-01-06,Collins Place (North),6872
2017-01-06,Chinatown-Swanston St (North),14938
2017-01-06,Bourke Street Mall (North),34193
2017-01-05,Melbourne Central,0
2017-01-05,Bourke Street Mall (North),33906
2017-01-05,Collins Place (North),7127
2017-01-05,Chinatown-Swanston St (North),13925
2017-01-05,QV Market-Peel St,2567
2017-01-05,Spencer St-Collins St (North),28071
2017-01-05,Southern Cross Station,13463
2017-01-04,Melbourne Central,0
2017-01-04,Chinatown-Swanston St (North),14311
2017-01-04,Collins Place (North),6857
2017-01-04,Bourke Street Mall (North),33839
2017-01-04,QV Market-Peel St,4055
2017-01-04,Southern Cross Station,12839
2017-01-04,Spencer St-Collins St (North),27146
2017-01-03,Spencer St-Collins St (North),25790
2017-01-03,Southern Cross Station,13036
2017-01-03,QV Market-Peel St,2830
2017-01-03,Melbourne Central,0
2017-01-03,Collins Place (North),6380
2017-01-03,Chinatown-Swanston St (North),14923
2017-01-03,Bourke Street Mall (North),33435
2017-01-02,Melbourne Central,0
2017-01-02,Chinatown-Swanston St (North),14201
2017-01-02,Collins Place (North),1535
2017-01-02,Bourke Street Mall (North),25440
2017-01-02,QV Market-Peel St,1459
2017-01-02,Southern Cross Station,1654
2017-01-02,Spencer St-Collins St (North),12012
2017-01-01,Spencer St-Collins St (North),16774
2017-01-01,Southern Cross Station,3600
2017-01-01,QV Market-Peel St,1734
2017-01-01,Melbourne Central,0
2017-01-01,Collins Place (North),1993
2017-01-01,Chinatown-Swanston St (North),15098
2017-01-01,Bourke Street Mall (North),23332
2016-12-31,Bourke Street Mall (North),34679
2016-12-31,Chinatown-Swanston St (North),16858
2016-12-31,Collins Place (North),2948
2016-12-31,Melbourne Central,0
2016-12-31,QV Market-Peel St,3348
2016-12-31,Southern Cross Station,3964
2016-12-31,Spencer St-Collins St (North),17437
2016-12-30,Spencer St-Collins St (North),21686
2016-12-30,Southern Cross Station,5072
2016-12-30,QV Market-Peel St,3100
2016-12-30,Melbourne Central,0
2016-12-30,Collins Place (North),3787
2016-12-30,Chinatown-Swanston St (North),15864
2016-12-30,Bourke Street Mall (North),39111
2016-12-29,Melbourne Central,0
2016-12-29,Bourke Street Mall (North),28642
2016-12-29,Chinatown-Swanston St (North),12817
2016-12-29,Collins Place (North),3824
2016-12-29,Spencer St-Collins St (North),21721
2016-12-29,QV Market-Peel St,2538
2016-12-29,Southern Cross Station,5034
2016-12-28,Bourke Street Mall (North),38946
2016-12-28,Southern Cross Station,5816
2016-12-28,QV Market-Peel St,2049
2016-12-28,Melbourne Central,0
2016-12-28,Collins Place (North),4295
2016-12-28,Chinatown-Swanston St (North),15690
2016-12-28,Spencer St-Collins St (North),21674
2016-12-27,Melbourne Central,0
2016-12-27,Bourke Street Mall (North),38900
2016-12-27,Chinatown-Swanston St (North),15961
2016-12-27,Collins Place (North),1670
2016-12-27,Spencer St-Collins St (North),14130
2016-12-27,QV Market-Peel St,2225
2016-12-27,Southern Cross Station,1792
2016-12-26,Melbourne Central,0
2016-12-26,Chinatown-Swanston St (North),19521
2016-12-26,Bourke Street Mall (North),48112
2016-12-26,Collins Place (North),1657
2016-12-26,QV Market-Peel St,1434
2016-12-26,Spencer St-Collins St (North),14960
2016-12-26,Southern Cross Station,1819
2016-12-25,Spencer St-Collins St (North),12754
2016-12-25,Southern Cross Station,1116
2016-12-25,QV Market-Peel St,840
2016-12-25,Melbourne Central,0
2016-12-25,Collins Place (North),951
2016-12-25,Chinatown-Swanston St (North),16123
2016-12-25,Bourke Street Mall (North),23957
2016-12-24,Melbourne Central,0
2016-12-24,Bourke Street Mall (North),42704
2016-12-24,Chinatown-Swanston St (North),16420
2016-12-24,Collins Place (North),1969
2016-12-24,Spencer St-Collins St (North),13311
2016-12-24,QV Market-Peel St,3507
2016-12-24,Southern Cross Station,1408
2016-12-23,Bourke Street Mall (North),49853
2016-12-23,Spencer St-Collins St (North),29463
2016-12-23,Southern Cross Station,12086
2016-12-23,Melbourne Central,0
2016-12-23,Collins Place (North),8298
2016-12-23,Chinatown-Swanston St (North),16814
2016-12-23,QV Market-Peel St,4277
2016-12-22,Bourke Street Mall (North),49886
2016-12-22,Collins Place (North),10861
2016-12-22,Spencer St-Collins St (North),35634
2016-12-22,Southern Cross Station,19675
2016-12-22,QV Market-Peel St,3361
2016-12-22,Melbourne Central,0
2016-12-22,Chinatown-Swanston St (North),16629
2016-12-21,Collins Place (North),11283
2016-12-21,Bourke Street Mall (North),45353
2016-12-21,Chinatown-Swanston St (North),15303
2016-12-21,QV Market-Peel St,3929
2016-12-21,Melbourne Central,0
2016-12-21,Southern Cross Station,19347
2016-12-21,Spencer St-Collins St (North),35295
2016-12-20,Collins Place (North),11789
2016-12-20,Bourke Street Mall (North),43221
2016-12-20,Chinatown-Swanston St (North),14023
2016-12-20,Spencer St-Collins St (North),36017
2016-12-20,Melbourne Central,0
2016-12-20,QV Market-Peel St,2829
2016-12-20,Southern Cross Station,20414
2016-12-19,Spencer St-Collins St (North),35768
2016-12-19,Southern Cross Station,19486
2016-12-19,QV Market-Peel St,2149
2016-12-19,Melbourne Central,0
2016-12-19,Chinatown-Swanston St (North),13668
2016-12-19,Bourke Street Mall (North),43576
2016-12-19,Collins Place (North),11260
2016-12-18,Bourke Street Mall (North),39615
2016-12-18,Spencer St-Collins St (North),13610
2016-12-18,Southern Cross Station,1636
2016-12-18,QV Market-Peel St,3003
2016-12-18,Melbourne Central,0
2016-12-18,Collins Place (North),1958
2016-12-18,Chinatown-Swanston St (North),15592
2016-12-17,Melbourne Central,0
2016-12-17,Bourke Street Mall (North),40529
2016-12-17,Chinatown-Swanston St (North),17438
2016-12-17,Collins Place (North),2958
2016-12-17,Spencer St-Collins St (North),17615
2016-12-17,QV Market-Peel St,3523
2016-12-17,Southern Cross Station,2350
2016-12-16,QV Market-Peel St,2970
2016-12-16,Spencer St-Collins St (North),38295
2016-12-16,Southern Cross Station,19475
2016-12-16,Bourke Street Mall (North),46281
2016-12-16,Melbourne Central,0
2016-12-16,Chinatown-Swanston St (North),16523
2016-12-16,Collins Place (North),11254
2016-12-15,Spencer St-Collins St (North),38207
2016-12-15,Southern Cross Station,20153
2016-12-15,QV Market-Peel St,3033
2016-12-15,Melbourne Central,0
2016-12-15,Collins Place (North),12161
2016-12-15,Chinatown-Swanston St (North),14561
2016-12-15,Bourke Street Mall (North),43049
2016-12-14,QV Market-Peel St,3654
2016-12-14,Collins Place (North),11477
2016-12-14,Melbourne Central,0
2016-12-14,Bourke Street Mall (North),32295
2016-12-14,Southern Cross Station,18278
2016-12-14,Chinatown-Swanston St (North),14264
2016-12-14,Spencer St-Collins St (North),39400
2016-12-13,Collins Place (North),11875
2016-12-13,Bourke Street Mall (North),35571
2016-12-13,Chinatown-Swanston St (North),12919
2016-12-13,Melbourne Central,0
2016-12-13,Spencer St-Collins St (North),37084
2016-12-13,QV Market-Peel St,2576
2016-12-13,Southern Cross Station,19606
2016-12-12,Collins Place (North),11882
2016-12-12,Bourke Street Mall (North),41157
2016-12-12,Chinatown-Swanston St (North),13686
2016-12-12,Melbourne Central,0
2016-12-12,QV Market-Peel St,2150
2016-12-12,Southern Cross Station,20669
2016-12-12,Spencer St-Collins St (North),38151
2016-12-11,Southern Cross Station,2072
2016-12-11,QV Market-Peel St,3204
2016-12-11,Melbourne Central,0
2016-12-11,Collins Place (North),1968
2016-12-11,Chinatown-Swanston St (North),16262
